$FLYS,1
$VAR,FIRMWARE_VER,v2024.06.09.starter_pistol
$VAR,DEVICE_ID,0017003b3253501720373657
$VAR,SESSION_ID,3ee6304fa45e4bac03d2783d
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc
$UNIT,GNSSdeg,deg,m,m/s,m/s,m/s,m,m,m/s
$GNSS,2025-07-29T15:22:05.900Z,40.2673361,-111.6359848,1510.949,-3.65,2.15,-0.14,0.299,0.49,0.23
$GNSS,2025-07-29T15:22:05.950Z,40.2673347,-111.6359835,1510.986,-3.18,2.2,-0.49,0.3,0.491,0.25
$GNSS,2025-07-29T15:22:06.000Z,40.2673332,-111.6359824,1511.038,-3.24,2.03,-0.65,0.301,0.492,0.23
$GNSS,2025-07-29T15:22:06.050Z,40.2673316,-111.6359815,1511.088,-3.3,1.71,-0.65,0.302,0.493,0.23
$GNSS,2025-07-29T15:22:06.100Z,40.2673303,-111.6359806,1511.105,-3.15,1.63,-0.47,0.302,0.494,0.23
$GNSS,2025-07-29T15:22:06.150Z,40.2673291,-111.6359795,1511.072,-2.85,1.61,-0.04,0.303,0.494,0.19
$GNSS,2025-07-29T15:22:06.200Z,40.2673281,-111.6359786,1510.99,-2.43,1.41,0.57,0.302,0.494,0.16
$GNSS,2025-07-29T15:22:06.250Z,40.2673273,-111.6359777,1510.938,-2.08,1.3,0.77,0.302,0.493,0.17
$GNSS,2025-07-29T15:22:06.300Z,40.2673264,-111.6359768,1510.931,-2.14,1.55,0.5,0.302,0.493,0.17
$GNSS,2025-07-29T15:22:06.350Z,40.2673252,-111.6359763,1510.985,-2.57,1.29,-0.1,0.302,0.492,0.15
$GNSS,2025-07-29T15:22:06.400Z,40.267324,-111.6359756,1511.064,-2.64,1.38,-0.69,0.302,0.492,0.17
$GNSS,2025-07-29T15:22:06.450Z,40.2673229,-111.6359749,1511.104,-2.49,1.25,-0.68,0.301,0.491,0.16
$GNSS,2025-07-29T15:22:06.500Z,40.2673219,-111.6359743,1511.085,-2.35,1.06,-0.14,0.301,0.491,0.15
$GNSS,2025-07-29T15:22:06.550Z,40.267321,-111.6359736,1511.066,-2.12,1.05,0.13,0.301,0.49,0.15
$GNSS,2025-07-29T15:22:06.600Z,40.2673202,-111.6359731,1511.048,-2.14,0.94,0.25,0.3,0.49,0.14
$GNSS,2025-07-29T15:22:06.650Z,40.2673194,-111.6359725,1511.005,-1.96,0.97,0.52,0.3,0.49,0.15
$GNSS,2025-07-29T15:22:06.700Z,40.2673186,-111.6359719,1511.002,-2.01,1,0.22,0.299,0.489,0.14
$GNSS,2025-07-29T15:22:06.750Z,40.2673178,-111.6359712,1511.036,-1.95,1.2,-0.28,0.299,0.489,0.15
$GNSS,2025-07-29T15:22:06.800Z,40.2673171,-111.6359703,1511.088,-1.61,1.53,-0.67,0.298,0.489,0.17
$GNSS,2025-07-29T15:22:06.850Z,40.2673165,-111.6359695,1511.135,-1.5,1.55,-0.78,0.298,0.488,0.16
$GNSS,2025-07-29T15:22:06.900Z,40.2673159,-111.6359688,1511.145,-1.64,1.26,-0.43,0.298,0.488,0.14
$GNSS,2025-07-29T15:22:06.950Z,40.2673152,-111.6359682,1511.136,-1.68,0.99,-0.06,0.297,0.488,0.13
$GNSS,2025-07-29T15:22:07.000Z,40.2673147,-111.6359676,1511.114,-1.44,0.96,0.18,0.296,0.488,0.13
$GNSS,2025-07-29T15:22:07.050Z,40.2673143,-111.635967,1511.073,-1.18,0.94,0.46,0.296,0.488,0.16
$GNSS,2025-07-29T15:22:07.100Z,40.2673139,-111.6359663,1511.045,-1,0.97,0.52,0.295,0.487,0.19
$GNSS,2025-07-29T15:22:07.150Z,40.2673135,-111.6359657,1511.068,-0.88,1.23,0.07,0.295,0.487,0.19
$GNSS,2025-07-29T15:22:07.200Z,40.267313,-111.6359652,1511.132,-1.12,1.24,-0.45,0.295,0.486,0.14
$GNSS,2025-07-29T15:22:07.250Z,40.2673124,-111.6359646,1511.207,-1.42,1.27,-0.8,0.294,0.486,0.15
$GNSS,2025-07-29T15:22:07.300Z,40.2673118,-111.6359641,1511.257,-1.34,1.13,-0.8,0.293,0.486,0.16
$GNSS,2025-07-29T15:22:07.350Z,40.2673116,-111.6359633,1511.259,-0.96,1.13,-0.43,0.293,0.486,0.15
$GNSS,2025-07-29T15:22:07.400Z,40.2673115,-111.6359626,1511.252,-0.64,1.15,-0.16,0.293,0.486,0.14
$GNSS,2025-07-29T15:22:07.450Z,40.2673114,-111.6359619,1511.245,-0.5,1.25,-0.02,0.293,0.486,0.16
$GNSS,2025-07-29T15:22:07.500Z,40.2673113,-111.6359612,1511.222,-0.46,1.19,0.25,0.292,0.486,0.18
$GNSS,2025-07-29T15:22:07.550Z,40.2673111,-111.6359607,1511.224,-0.65,1.07,0.21,0.292,0.486,0.17
$GNSS,2025-07-29T15:22:07.600Z,40.2673109,-111.6359601,1511.24,-0.64,1.11,0.03,0.292,0.486,0.18
$GNSS,2025-07-29T15:22:07.650Z,40.2673107,-111.6359596,1511.256,-0.48,1.02,-0.07,0.291,0.486,0.18
$GNSS,2025-07-29T15:22:07.700Z,40.2673107,-111.6359589,1511.242,-0.21,1.28,0.06,0.291,0.486,0.17
$GNSS,2025-07-29T15:22:07.750Z,40.2673107,-111.6359583,1511.265,-0.08,1.22,-0.11,0.291,0.486,0.15
$GNSS,2025-07-29T15:22:07.800Z,40.2673108,-111.6359578,1511.279,-0.01,0.85,-0.17,0.291,0.486,0.15
$GNSS,2025-07-29T15:22:07.850Z,40.2673108,-111.6359575,1511.303,-0.1,0.54,-0.21,0.29,0.486,0.17
$GNSS,2025-07-29T15:22:07.900Z,40.2673107,-111.6359573,1511.321,-0.35,0.17,-0.16,0.29,0.486,0.22
$GNSS,2025-07-29T15:22:07.950Z,40.2673105,-111.6359572,1511.306,-0.56,0.03,0.05,0.289,0.485,0.16
$GNSS,2025-07-29T15:22:08.000Z,40.2673102,-111.6359571,1511.291,-0.78,0.11,0.14,0.289,0.484,0.16
$GNSS,2025-07-29T15:22:08.050Z,40.2673099,-111.6359569,1511.298,-0.69,0.3,0.07,0.288,0.483,0.2
$GNSS,2025-07-29T15:22:08.100Z,40.2673096,-111.6359567,1511.307,-0.88,0.34,0.01,0.288,0.482,0.2
$GNSS,2025-07-29T15:22:08.150Z,40.2673092,-111.6359565,1511.327,-0.93,0.3,-0.08,0.288,0.481,0.21
$GNSS,2025-07-29T15:22:08.200Z,40.2673086,-111.6359564,1511.342,-1.31,0.23,-0.1,0.288,0.48,0.24
$GNSS,2025-07-29T15:22:08.250Z,40.267308,-111.6359562,1511.35,-1.37,0.42,-0.04,0.288,0.479,0.25
$GNSS,2025-07-29T15:22:08.300Z,40.2673074,-111.6359559,1511.368,-1.31,0.56,-0.09,0.288,0.478,0.25
$GNSS,2025-07-29T15:22:08.350Z,40.2673068,-111.6359555,1511.384,-1.3,0.71,-0.07,0.288,0.477,0.22
$GNSS,2025-07-29T15:22:08.400Z,40.2673063,-111.6359551,1511.419,-1.19,0.77,-0.2,0.287,0.476,0.19
$GNSS,2025-07-29T15:22:08.450Z,40.2673058,-111.6359547,1511.458,-1.01,0.85,-0.26,0.287,0.475,0.18
$GNSS,2025-07-29T15:22:08.500Z,40.2673054,-111.635954,1511.5,-0.85,1.06,-0.33,0.287,0.475,0.17
$GNSS,2025-07-29T15:22:08.550Z,40.2673051,-111.6359534,1511.508,-0.64,1.18,-0.1,0.287,0.475,0.16
$GNSS,2025-07-29T15:22:08.600Z,40.2673048,-111.6359526,1511.494,-0.63,1.23,0.13,0.287,0.475,0.16
$GNSS,2025-07-29T15:22:08.650Z,40.2673047,-111.6359519,1511.485,-0.28,1.22,0.17,0.287,0.475,0.17
$GNSS,2025-07-29T15:22:08.700Z,40.2673047,-111.6359512,1511.482,-0.01,1.16,0.08,0.287,0.474,0.15
$GNSS,2025-07-29T15:22:08.750Z,40.2673048,-111.6359506,1511.486,0.1,0.97,0.02,0.287,0.473,0.15
$GNSS,2025-07-29T15:22:08.800Z,40.2673049,-111.6359502,1511.495,0.18,0.85,-0.08,0.286,0.473,0.13
$GNSS,2025-07-29T15:22:08.850Z,40.2673049,-111.6359497,1511.506,0.07,0.83,-0.16,0.286,0.472,0.13
$GNSS,2025-07-29T15:22:08.900Z,40.2673049,-111.6359493,1511.516,-0.23,0.69,-0.15,0.286,0.471,0.17
$GNSS,2025-07-29T15:22:08.950Z,40.2673048,-111.6359489,1511.528,-0.25,0.54,-0.09,0.286,0.47,0.17
$GNSS,2025-07-29T15:22:09.000Z,40.2673049,-111.6359485,1511.527,0.04,0.71,-0.03,0.286,0.47,0.13
$GNSS,2025-07-29T15:22:09.050Z,40.2673049,-111.635948,1511.537,-0.04,0.89,-0.1,0.286,0.47,0.13
$GNSS,2025-07-29T15:22:09.100Z,40.2673049,-111.6359475,1511.536,-0.29,0.78,-0.07,0.286,0.469,0.15
$GNSS,2025-07-29T15:22:09.150Z,40.2673047,-111.6359472,1511.531,-0.51,0.57,0.02,0.286,0.469,0.17
$GNSS,2025-07-29T15:22:09.200Z,40.2673045,-111.635947,1511.537,-0.48,0.37,0.12,0.285,0.469,0.17
$GNSS,2025-07-29T15:22:09.250Z,40.2673043,-111.6359467,1511.533,-0.39,0.44,0.2,0.285,0.469,0.16
$GNSS,2025-07-29T15:22:09.300Z,40.2673041,-111.6359463,1511.537,-0.45,0.65,0.15,0.285,0.468,0.15
$GNSS,2025-07-29T15:22:09.350Z,40.2673039,-111.6359459,1511.543,-0.39,0.71,0.12,0.285,0.467,0.15
$GNSS,2025-07-29T15:22:09.400Z,40.2673038,-111.6359455,1511.549,-0.38,0.7,0.17,0.284,0.467,0.16
$GNSS,2025-07-29T15:22:09.450Z,40.2673036,-111.6359452,1511.551,-0.33,0.6,0.17,0.284,0.466,0.14
$GNSS,2025-07-29T15:22:09.500Z,40.2673035,-111.6359448,1511.561,-0.28,0.52,0.09,0.284,0.465,0.14
$GNSS,2025-07-29T15:22:09.550Z,40.2673033,-111.6359446,1511.566,-0.3,0.41,0.02,0.284,0.464,0.15
$GNSS,2025-07-29T15:22:09.600Z,40.2673031,-111.6359444,1511.579,-0.49,0.37,-0.12,0.284,0.464,0.2
$GNSS,2025-07-29T15:22:09.650Z,40.2673029,-111.6359442,1511.609,-0.4,0.39,-0.26,0.284,0.463,0.21
$GNSS,2025-07-29T15:22:09.700Z,40.2673028,-111.6359438,1511.634,-0.34,0.56,-0.17,0.283,0.463,0.18
$GNSS,2025-07-29T15:22:09.750Z,40.2673026,-111.6359433,1511.661,-0.34,0.79,-0.33,0.283,0.462,0.17
$GNSS,2025-07-29T15:22:09.800Z,40.2673025,-111.6359426,1511.678,-0.4,1.04,-0.48,0.283,0.462,0.17
$GNSS,2025-07-29T15:22:09.850Z,40.2673024,-111.6359419,1511.704,-0.45,1.16,-0.55,0.283,0.461,0.18
$GNSS,2025-07-29T15:22:09.900Z,40.2673022,-111.6359411,1511.708,-0.59,1.22,-0.26,0.283,0.461,0.18
$GNSS,2025-07-29T15:22:09.950Z,40.2673023,-111.6359404,1511.712,-0.25,1.19,-0.13,0.282,0.461,0.16
$GNSS,2025-07-29T15:22:10.000Z,40.2673024,-111.6359397,1511.712,-0.12,1.22,0.01,0.281,0.461,0.16
$GNSS,2025-07-29T15:22:10.050Z,40.2673026,-111.6359391,1511.701,0.14,1.01,0.11,0.281,0.461,0.16
$GNSS,2025-07-29T15:22:10.100Z,40.2673027,-111.6359385,1511.687,0.32,1.03,0.12,0.28,0.461,0.13
$GNSS,2025-07-29T15:22:10.150Z,40.267303,-111.6359381,1511.687,0.41,0.82,0.01,0.279,0.46,0.11
$GNSS,2025-07-29T15:22:10.200Z,40.2673031,-111.6359375,1511.683,0.34,0.85,0.04,0.279,0.461,0.12
$GNSS,2025-07-29T15:22:10.250Z,40.2673033,-111.6359371,1511.688,0.38,0.71,-0.01,0.279,0.461,0.11
$GNSS,2025-07-29T15:22:10.300Z,40.2673035,-111.6359367,1511.698,0.53,0.56,-0.06,0.278,0.461,0.12
$GNSS,2025-07-29T15:22:10.350Z,40.2673037,-111.6359363,1511.695,0.6,0.58,-0.03,0.278,0.461,0.12
$GNSS,2025-07-29T15:22:10.400Z,40.267304,-111.6359359,1511.696,0.55,0.61,-0.13,0.278,0.461,0.13
$GNSS,2025-07-29T15:22:10.450Z,40.2673041,-111.6359354,1511.696,0.53,0.61,-0.14,0.277,0.461,0.14
$GNSS,2025-07-29T15:22:10.500Z,40.2673044,-111.635935,1511.685,0.69,0.62,-0.07,0.277,0.461,0.14
$GNSS,2025-07-29T15:22:10.550Z,40.2673046,-111.6359344,1511.674,0.77,0.74,-0.05,0.277,0.461,0.14
$GNSS,2025-07-29T15:22:10.600Z,40.2673048,-111.6359339,1511.666,0.77,0.73,0.02,0.276,0.461,0.15
$GNSS,2025-07-29T15:22:10.650Z,40.267305,-111.6359332,1511.649,0.71,0.92,0.07,0.276,0.461,0.15
$GNSS,2025-07-29T15:22:10.700Z,40.2673052,-111.6359326,1511.633,0.73,0.89,0.13,0.276,0.461,0.15
$GNSS,2025-07-29T15:22:10.750Z,40.2673055,-111.635932,1511.615,0.76,0.82,0.18,0.275,0.461,0.15
$GNSS,2025-07-29T15:22:10.800Z,40.2673058,-111.6359315,1511.606,0.79,0.73,0.21,0.275,0.461,0.15
$GNSS,2025-07-29T15:22:10.850Z,40.2673062,-111.6359311,1511.592,0.87,0.68,0.22,0.275,0.461,0.14
$GNSS,2025-07-29T15:22:10.900Z,40.2673066,-111.6359307,1511.589,0.88,0.73,0.22,0.275,0.461,0.14
$GNSS,2025-07-29T15:22:10.950Z,40.2673071,-111.6359302,1511.594,0.93,0.74,0.1,0.275,0.461,0.13
$GNSS,2025-07-29T15:22:11.000Z,40.2673074,-111.6359297,1511.607,0.94,0.89,0.08,0.275,0.461,0.12
$GNSS,2025-07-29T15:22:11.050Z,40.2673077,-111.6359291,1511.634,0.89,1,-0.01,0.275,0.461,0.12
$GNSS,2025-07-29T15:22:11.100Z,40.267308,-111.6359285,1511.646,0.74,1.05,-0.11,0.275,0.461,0.12
$GNSS,2025-07-29T15:22:11.150Z,40.2673084,-111.6359279,1511.653,0.7,1.01,-0.24,0.275,0.461,0.12
$GNSS,2025-07-29T15:22:11.200Z,40.2673087,-111.6359274,1511.67,0.7,0.92,-0.3,0.274,0.461,0.12
$GNSS,2025-07-29T15:22:11.250Z,40.267309,-111.6359269,1511.669,0.73,0.98,-0.14,0.274,0.461,0.11
$GNSS,2025-07-29T15:22:11.300Z,40.2673093,-111.6359262,1511.666,0.64,1.05,-0.03,0.274,0.461,0.11
$GNSS,2025-07-29T15:22:11.350Z,40.2673095,-111.6359256,1511.667,0.49,1.11,0.06,0.274,0.461,0.12
$GNSS,2025-07-29T15:22:11.400Z,40.2673098,-111.6359249,1511.659,0.42,1.13,0.15,0.274,0.46,0.13
$GNSS,2025-07-29T15:22:11.450Z,40.2673101,-111.6359243,1511.648,0.31,1.15,0.17,0.274,0.46,0.13
$GNSS,2025-07-29T15:22:11.500Z,40.2673104,-111.6359237,1511.642,0.31,1.18,0.17,0.274,0.46,0.14
$GNSS,2025-07-29T15:22:11.550Z,40.2673107,-111.6359229,1511.653,0.43,1.39,0.03,0.273,0.46,0.12
$GNSS,2025-07-29T15:22:11.600Z,40.2673111,-111.6359222,1511.678,0.69,1.29,-0.26,0.273,0.459,0.11
$GNSS,2025-07-29T15:22:11.650Z,40.2673116,-111.6359218,1511.709,0.82,0.96,-0.43,0.273,0.458,0.12
$GNSS,2025-07-29T15:22:11.700Z,40.2673121,-111.6359214,1511.728,0.81,0.66,-0.33,0.273,0.458,0.12
$GNSS,2025-07-29T15:22:11.750Z,40.2673124,-111.6359212,1511.73,0.79,0.43,-0.16,0.273,0.458,0.13
$GNSS,2025-07-29T15:22:11.800Z,40.2673129,-111.6359209,1511.72,0.89,0.55,0.02,0.272,0.458,0.13
$GNSS,2025-07-29T15:22:11.850Z,40.2673133,-111.6359205,1511.708,0.86,0.66,0.12,0.272,0.458,0.12
$GNSS,2025-07-29T15:22:11.900Z,40.2673137,-111.6359201,1511.688,0.81,0.67,0.1,0.272,0.458,0.13
$GNSS,2025-07-29T15:22:11.950Z,40.2673142,-111.6359198,1511.668,0.82,0.5,0.12,0.272,0.458,0.14
$GNSS,2025-07-29T15:22:12.000Z,40.2673147,-111.6359196,1511.652,0.81,0.22,0.09,0.272,0.458,0.17
$GNSS,2025-07-29T15:22:12.050Z,40.2673151,-111.6359196,1511.638,0.74,0.12,0.13,0.271,0.458,0.19
$GNSS,2025-07-29T15:22:12.100Z,40.2673155,-111.6359195,1511.627,0.78,0.15,0.18,0.271,0.458,0.21
$GNSS,2025-07-29T15:22:12.150Z,40.267316,-111.6359194,1511.619,0.94,0.15,0.21,0.271,0.457,0.21
$GNSS,2025-07-29T15:22:12.200Z,40.2673164,-111.6359193,1511.61,0.89,0.07,0.16,0.271,0.458,0.19
$GNSS,2025-07-29T15:22:12.250Z,40.2673169,-111.6359193,1511.603,0.95,0.01,0.18,0.271,0.458,0.19
$GNSS,2025-07-29T15:22:12.300Z,40.2673175,-111.6359193,1511.59,1.01,0.03,0.22,0.271,0.457,0.2
$GNSS,2025-07-29T15:22:12.350Z,40.267318,-111.6359194,1511.59,1.13,-0.01,0.11,0.27,0.457,0.17
$GNSS,2025-07-29T15:22:12.400Z,40.2673186,-111.6359195,1511.596,1.12,-0.06,0.01,0.27,0.457,0.17
$GNSS,2025-07-29T15:22:12.450Z,40.267319,-111.6359195,1511.589,0.84,-0.1,0.04,0.27,0.456,0.17
$GNSS,2025-07-29T15:22:12.500Z,40.2673194,-111.6359196,1511.59,0.67,0,0.06,0.269,0.455,0.19
$GNSS,2025-07-29T15:22:12.550Z,40.2673197,-111.6359196,1511.587,0.56,0.02,0.01,0.269,0.454,0.19
$GNSS,2025-07-29T15:22:12.600Z,40.2673199,-111.6359196,1511.587,0.53,-0.02,-0.08,0.269,0.454,0.18
$GNSS,2025-07-29T15:22:12.650Z,40.2673202,-111.6359197,1511.58,0.54,-0.06,-0.04,0.269,0.453,0.19
$GNSS,2025-07-29T15:22:12.700Z,40.2673204,-111.6359198,1511.584,0.4,-0.12,-0.1,0.269,0.453,0.19
$GNSS,2025-07-29T15:22:12.750Z,40.2673206,-111.6359199,1511.585,0.32,-0.18,-0.11,0.268,0.452,0.17
$GNSS,2025-07-29T15:22:12.800Z,40.2673207,-111.63592,1511.584,0.15,-0.14,-0.09,0.268,0.452,0.16
$GNSS,2025-07-29T15:22:12.850Z,40.2673208,-111.6359201,1511.581,0.15,-0.12,-0.03,0.268,0.452,0.17
$GNSS,2025-07-29T15:22:12.900Z,40.2673209,-111.6359202,1511.574,0.15,-0.13,-0.04,0.268,0.451,0.17
$GNSS,2025-07-29T15:22:12.950Z,40.2673211,-111.6359202,1511.565,0.18,-0.11,-0.03,0.267,0.451,0.17
$GNSS,2025-07-29T15:22:13.000Z,40.2673212,-111.6359203,1511.567,0.15,-0.04,-0.1,0.267,0.45,0.16
$GNSS,2025-07-29T15:22:13.050Z,40.2673213,-111.6359203,1511.557,0.1,-0.04,-0.02,0.267,0.45,0.17
$GNSS,2025-07-29T15:22:13.100Z,40.2673213,-111.6359203,1511.554,-0.01,0.09,0,0.267,0.449,0.13
$GNSS,2025-07-29T15:22:13.150Z,40.2673213,-111.6359202,1511.552,0.05,0.11,-0.04,0.267,0.449,0.1
$GNSS,2025-07-29T15:22:13.200Z,40.2673214,-111.6359201,1511.54,0.1,0.21,-0.03,0.267,0.449,0.1
$GNSS,2025-07-29T15:22:13.250Z,40.2673215,-111.6359199,1511.533,0.05,0.32,-0.09,0.266,0.448,0.11
$GNSS,2025-07-29T15:22:13.300Z,40.2673216,-111.6359196,1511.527,0.07,0.4,-0.12,0.266,0.448,0.11
$GNSS,2025-07-29T15:22:13.350Z,40.2673217,-111.6359193,1511.522,0.13,0.46,-0.04,0.266,0.447,0.11
$GNSS,2025-07-29T15:22:13.400Z,40.2673218,-111.6359191,1511.525,0.21,0.5,-0.02,0.266,0.447,0.11
$GNSS,2025-07-29T15:22:13.450Z,40.267322,-111.6359187,1511.517,0.31,0.59,0.01,0.266,0.446,0.11
$GNSS,2025-07-29T15:22:13.500Z,40.2673222,-111.6359183,1511.507,0.33,0.72,-0.02,0.266,0.446,0.11
$GNSS,2025-07-29T15:22:13.550Z,40.2673224,-111.6359178,1511.5,0.41,0.85,-0.1,0.265,0.446,0.1
$GNSS,2025-07-29T15:22:13.600Z,40.2673227,-111.6359174,1511.513,0.61,0.68,-0.24,0.265,0.445,0.1
$GNSS,2025-07-29T15:22:13.650Z,40.267323,-111.635917,1511.521,0.57,0.65,-0.25,0.265,0.445,0.1
$GNSS,2025-07-29T15:22:13.700Z,40.2673232,-111.6359167,1511.524,0.39,0.59,-0.17,0.265,0.444,0.1
$GNSS,2025-07-29T15:22:13.750Z,40.2673233,-111.6359163,1511.519,0.24,0.54,-0.11,0.265,0.443,0.11
$GNSS,2025-07-29T15:22:13.800Z,40.2673234,-111.635916,1511.51,0.25,0.53,0.03,0.265,0.443,0.12
$GNSS,2025-07-29T15:22:13.850Z,40.2673236,-111.6359158,1511.511,0.28,0.46,0.02,0.265,0.443,0.11
$GNSS,2025-07-29T15:22:13.900Z,40.2673237,-111.6359156,1511.515,0.24,0.41,-0.08,0.265,0.442,0.1
$GNSS,2025-07-29T15:22:13.950Z,40.2673238,-111.6359154,1511.523,0.2,0.37,-0.18,0.265,0.442,0.11
$GNSS,2025-07-29T15:22:14.000Z,40.2673239,-111.6359152,1511.524,0.12,0.27,-0.12,0.265,0.441,0.11
$GNSS,2025-07-29T15:22:14.050Z,40.267324,-111.6359152,1511.516,0.01,0.18,-0.02,0.265,0.44,0.12
$GNSS,2025-07-29T15:22:14.100Z,40.267324,-111.6359151,1511.513,-0.08,0.12,0.04,0.265,0.439,0.17
$GNSS,2025-07-29T15:22:14.150Z,40.2673239,-111.6359151,1511.509,-0.24,0.12,0.04,0.265,0.438,0.19
$GNSS,2025-07-29T15:22:14.200Z,40.2673239,-111.635915,1511.505,-0.24,0.11,0.06,0.265,0.436,0.18
$GNSS,2025-07-29T15:22:14.250Z,40.2673237,-111.635915,1511.509,-0.33,0.03,-0.08,0.265,0.435,0.2
$GNSS,2025-07-29T15:22:14.300Z,40.2673236,-111.6359151,1511.509,-0.36,-0.02,-0.14,0.265,0.434,0.18
$GNSS,2025-07-29T15:22:14.350Z,40.2673234,-111.6359151,1511.511,-0.39,-0.09,-0.07,0.264,0.434,0.17
$GNSS,2025-07-29T15:22:14.400Z,40.2673233,-111.6359153,1511.507,-0.41,-0.19,0.03,0.264,0.434,0.15
$GNSS,2025-07-29T15:22:14.450Z,40.2673231,-111.6359155,1511.506,-0.4,-0.24,0,0.264,0.433,0.14
$GNSS,2025-07-29T15:22:14.500Z,40.267323,-111.6359157,1511.499,-0.39,-0.29,-0.01,0.264,0.434,0.14
$GNSS,2025-07-29T15:22:14.550Z,40.2673228,-111.635916,1511.498,-0.29,-0.36,0.01,0.264,0.434,0.12
$GNSS,2025-07-29T15:22:14.600Z,40.2673226,-111.6359162,1511.488,-0.27,-0.35,0.13,0.263,0.434,0.12
$GNSS,2025-07-29T15:22:14.650Z,40.2673224,-111.6359164,1511.475,-0.23,-0.29,0.16,0.263,0.434,0.14
$GNSS,2025-07-29T15:22:14.700Z,40.2673224,-111.6359166,1511.466,-0.18,-0.27,0.11,0.263,0.434,0.13
$GNSS,2025-07-29T15:22:14.750Z,40.2673223,-111.6359169,1511.463,-0.13,-0.33,0.08,0.262,0.434,0.12
$GNSS,2025-07-29T15:22:14.800Z,40.2673223,-111.6359172,1511.455,-0.04,-0.42,0.09,0.261,0.434,0.12
$GNSS,2025-07-29T15:22:14.850Z,40.2673224,-111.6359175,1511.458,0.13,-0.55,0.1,0.261,0.434,0.12
$GNSS,2025-07-29T15:22:14.900Z,40.2673226,-111.6359179,1511.46,0.38,-0.51,0.06,0.26,0.434,0.12
$GNSS,2025-07-29T15:22:14.950Z,40.2673228,-111.6359181,1511.466,0.37,-0.36,-0.02,0.259,0.434,0.12
$GNSS,2025-07-29T15:22:15.000Z,40.2673229,-111.6359183,1511.461,0.27,-0.15,0.09,0.259,0.434,0.13
$GNSS,2025-07-29T15:22:15.050Z,40.2673229,-111.6359183,1511.465,0.16,-0.03,0.08,0.258,0.434,0.14
$GNSS,2025-07-29T15:22:15.100Z,40.2673229,-111.6359183,1511.469,0.14,0.06,-0.05,0.258,0.435,0.16
$GNSS,2025-07-29T15:22:15.150Z,40.267323,-111.6359183,1511.482,0.07,0.04,-0.17,0.258,0.435,0.21
$GNSS,2025-07-29T15:22:15.200Z,40.267323,-111.6359182,1511.479,0.05,0,-0.1,0.258,0.435,0.18
$GNSS,2025-07-29T15:22:15.250Z,40.267323,-111.6359182,1511.475,0.03,-0.01,-0.03,0.258,0.436,0.15
$GNSS,2025-07-29T15:22:15.300Z,40.267323,-111.6359182,1511.468,-0.02,0.03,0.03,0.259,0.436,0.17
$GNSS,2025-07-29T15:22:15.350Z,40.267323,-111.6359181,1511.462,-0.01,0.12,0.01,0.258,0.436,0.17
$GNSS,2025-07-29T15:22:15.400Z,40.2673229,-111.635918,1511.466,-0.09,0.15,-0.07,0.258,0.436,0.18
$GNSS,2025-07-29T15:22:15.450Z,40.2673229,-111.635918,1511.468,-0.08,0.12,-0.09,0.258,0.436,0.2
$GNSS,2025-07-29T15:22:15.500Z,40.2673228,-111.6359179,1511.459,-0.05,0.07,-0.06,0.258,0.435,0.2
$GNSS,2025-07-29T15:22:15.550Z,40.2673228,-111.6359179,1511.445,-0.07,-0.03,-0.04,0.257,0.435,0.16
$GNSS,2025-07-29T15:22:15.600Z,40.2673229,-111.6359178,1511.429,0.01,-0.03,0.01,0.257,0.435,0.19
$GNSS,2025-07-29T15:22:15.650Z,40.2673229,-111.6359178,1511.427,-0.02,0.02,-0.06,0.257,0.435,0.21
$GNSS,2025-07-29T15:22:15.700Z,40.2673228,-111.6359179,1511.422,-0.06,-0.09,-0.05,0.257,0.435,0.14
$GNSS,2025-07-29T15:22:15.750Z,40.2673228,-111.635918,1511.41,-0.04,-0.28,-0.02,0.256,0.435,0.14
$GNSS,2025-07-29T15:22:15.800Z,40.2673229,-111.6359181,1511.397,0.03,-0.28,-0.02,0.256,0.434,0.14
$GNSS,2025-07-29T15:22:15.850Z,40.2673229,-111.6359182,1511.385,0.04,-0.25,-0.01,0.256,0.434,0.14
$GNSS,2025-07-29T15:22:15.900Z,40.2673229,-111.6359184,1511.379,0.03,-0.22,-0.02,0.255,0.434,0.15
$GNSS,2025-07-29T15:22:15.950Z,40.2673229,-111.6359185,1511.37,-0.01,-0.29,-0.01,0.255,0.434,0.16
$GNSS,2025-07-29T15:22:16.000Z,40.2673229,-111.6359186,1511.36,-0.11,-0.29,0,0.255,0.433,0.15
$GNSS,2025-07-29T15:22:16.050Z,40.2673228,-111.6359188,1511.353,-0.18,-0.28,0.04,0.255,0.433,0.15
$GNSS,2025-07-29T15:22:16.100Z,40.2673227,-111.6359189,1511.352,-0.24,-0.25,0.02,0.255,0.433,0.15
$GNSS,2025-07-29T15:22:16.150Z,40.2673225,-111.635919,1511.352,-0.22,-0.28,-0.02,0.255,0.433,0.16
$GNSS,2025-07-29T15:22:16.200Z,40.2673224,-111.6359191,1511.358,-0.23,-0.23,-0.09,0.255,0.433,0.17
$GNSS,2025-07-29T15:22:16.250Z,40.2673223,-111.6359192,1511.357,-0.18,-0.09,-0.03,0.256,0.434,0.17
$GNSS,2025-07-29T15:22:16.300Z,40.2673223,-111.6359193,1511.352,-0.11,-0.12,0.03,0.257,0.435,0.22
